event_at,statId,chgerId,busiId,prev_stat,new_stat,gap_minutes,normal_ratio_prev6h,started_down_next6h,down_minutes_next6h,y_down_6h,n_events_6h,to_9_6h,to_1_6h,to_4_6h,to_5_6h,to_bad_6h,from9_to_normal_6h,from1_to_normal_6h,bad_to_normal_6h,n_events_24h,to_9_24h,to_1_24h,to_4_24h,to_5_24h,to_bad_24h,from9_to_normal_24h,from1_to_normal_24h,bad_to_normal_24h
2026-01-16T03:06:02,AM900040,01,AM,9,2,10,0.9722222222222222,0,0,0,1,1,0,0,0,1,0,0,0,2,1,0,0,0,1,1,0,1
2026-01-13T03:06:02,AM900040,11,AM,9,2,10,0.9722222222222222,0,0,0,1,1,0,0,0,1,0,0,0,3,2,0,0,0,2,1,0,1
2026-01-14T03:06:02,AM900040,11,AM,9,2,10,0.9722222222222222,0,0,0,1,1,0,0,0,1,0,0,0,2,1,0,0,0,1,1,0,1
2026-01-15T03:06:02,AM900040,11,AM,9,2,9,0.9722685185185185,0,0,0,1,1,0,0,0,1,0,0,0,2,1,0,0,0,1,1,0,1
2026-01-16T03:06:02,AM900040,11,AM,9,2,10,0.9722222222222222,0,0,0,1,1,0,0,0,1,0,0,0,2,1,0,0,0,1,1,0,1
2026-01-14T03:06:02,AM900046,01,AM,9,2,10,0.9722222222222222,0,0,0,1,1,0,0,0,1,0,0,0,2,1,0,0,0,1,1,0,1
2026-01-15T03:06:02,AM900046,01,AM,9,2,9,0.9722685185185185,0,0,0,1,1,0,0,0,1,0,0,0,2,1,0,0,0,1,1,0,1
2026-01-16T03:06:02,AM900046,01,AM,9,2,10,0.9722222222222222,0,0,0,1,1,0,0,0,1,0,0,0,2,1,0,0,0,1,1,0,1
2026-01-14T03:26:02,AM900048,01,AM,9,2,9,0.9722685185185185,0,0,0,1,1,0,0,0,1,0,0,0,2,1,0,0,0,1,1,0,1
2026-01-15T03:26:02,AM900048,01,AM,9,2,10,0.9722222222222222,0,0,0,1,1,0,0,0,1,0,0,0,2,1,0,0,0,1,1,0,1
2026-01-16T03:26:02,AM900048,01,AM,9,2,10,0.9722222222222222,0,0,0,1,1,0,0,0,1,0,0,0,2,1,0,0,0,1,1,0,1
2026-01-15T03:36:02,AMAM0005,02,AM,9,2,39,0.8611574074074074,0,0,0,2,1,0,0,0,1,1,0,1,7,4,0,0,0,4,3,0,3
2026-01-15T08:36:02,AMAM0005,02,AM,9,2,10,0.8611574074074074,0,0,0,3,2,0,0,0,2,1,0,1,9,5,0,0,0,5,4,0,4
2026-01-15T10:16:02,AMAM0005,02,AM,9,2,40,0.8611111111111112,0,0,0,3,2,0,0,0,2,1,0,1,11,6,0,0,0,6,5,0,5
2026-01-15T12:26:02,AMAM0005,02,AM,9,2,20,0.8055555555555556,0,0,0,5,3,0,0,0,3,2,0,2,13,7,0,0,0,7,6,0,6
2026-01-15T14:06:02,AMAM0005,02,AM,9,2,20,0.75,0,0,0,7,4,0,0,0,4,3,0,3,15,8,0,0,0,8,7,0,7
2026-01-15T20:46:02,AMAM0005,02,AM,9,2,20,0.9444444444444444,0,0,0,1,1,0,0,0,1,0,0,0,13,7,0,0,0,7,6,0,6
2026-01-15T22:26:02,AMAM0005,02,AM,9,2,70,0.75,0,0,0,3,2,0,0,0,2,1,0,1,13,7,0,0,0,7,6,0,6
2026-01-15T23:46:03,AMAM0005,02,AM,9,2,20,0.6943981481481482,0,0,0,5,3,0,0,0,3,2,0,2,15,8,0,0,0,8,7,0,7
2026-01-16T01:46:02,AMAM0005,02,AM,9,2,10,0.6666203703703704,0,0,0,7,4,0,0,0,4,3,0,3,17,9,0,0,0,9,8,0,8
2026-01-16T08:06:02,AMAM0005,02,AM,9,2,90,0.75,0,0,0,1,1,0,0,0,1,0,0,0,17,9,0,0,0,9,8,0,8
2026-01-13T09:56:02,BE111108,01,BE,9,3,10,0.9722222222222222,0,0,0,1,1,0,0,0,1,0,0,0,4,2,0,0,0,2,2,0,2
2026-01-15T06:26:02,BE111108,01,BE,9,2,10,0.9722222222222222,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
2026-01-14T16:36:03,BE111108,04,BE,9,2,12,0.9664351851851852,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
2026-01-13T21:56:02,BE111108,11,BE,9,3,10,0.5555092592592593,0,0,0,2,1,0,0,0,1,1,0,1,3,2,0,0,0,2,1,0,1
2026-01-14T16:46:03,BE111108,11,BE,9,3,10,0.9722222222222222,0,0,0,1,1,0,0,0,1,0,0,0,4,2,0,0,0,2,2,0,2
2026-01-13T18:36:03,BE111108,12,BE,9,2,50,0.8610648148148148,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
2026-01-13T11:56:02,BE111108,13,BE,9,3,10,0.9722222222222222,0,0,0,1,1,0,0,0,1,0,0,0,2,1,0,0,0,1,1,0,1
2026-01-14T16:36:03,BE111108,13,BE,9,3,10,0.9722222222222222,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
2026-01-14T12:56:02,BE111108,14,BE,9,3,69,0.8056481481481481,0,0,0,1,1,0,0,0,1,0,0,0,3,2,0,0,0,2,1,0,1
2026-01-12T22:36:02,BE111108,16,BE,9,2,160,0.5555555555555556,0,0,0,1,1,0,0,0,1,0,0,0,3,2,0,0,0,2,1,0,1
2026-01-15T06:56:02,BE240105,07,BE,9,2,20,0.9444444444444444,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
2026-01-15T15:56:02,BE240709,05,BE,9,3,10,0.9722222222222222,0,0,0,1,1,0,0,0,1,0,0,0,2,1,0,0,0,1,1,0,1
2026-01-13T17:36:02,BE241024,03,BE,9,3,10,0.9722222222222222,0,0,0,1,1,0,0,0,1,0,0,0,3,2,0,0,0,2,1,0,1
